DATE_OF_SCORE	PROPERTY_TYPE	CONTENTDATA_PROPERTY_TYPE_ID	APS_RAW_SCORE	PROPERTY_NAME
2024-04-06	BROADCAST	301-17732	2.109189474	Your Money with the Wealth Enhancement Group
2024-04-06	BROADCAST	301-21431	2.10019528	Q100.5 Commercial Free Mornings
2024-04-06	BROADCAST	301-21917	2.09796781	Brandon Tierney & Marc Malusis
2024-04-06	BROADCAST	301-17421	2.097661405	Gaby OC
2024-04-06	BROADCAST	301-23221	2.085076031	Bayou 95.7 The Rock of New Orleans
2024-04-06	BROADCAST	301-23087	2.08487443	NFL Divisional Playoff Football on Westwood One - Chiefs vs. Bills
2024-04-06	BROADCAST	301-19751	2.077900888	Show Me Today
2024-04-06	BROADCAST	301-22053	2.0766388	The Jeff Capel Show
2024-04-06	BROADCAST	301-23862	2.076630736	Jon Johnson and Rob Charry
2024-04-06	BROADCAST	301-19404	2.073076266	Brandon Tierney & Chris McMonigle
2024-04-06	BROADCAST	301-22746	2.071628647	92.9 FM ESPN Mornings
2024-04-06	BROADCAST	301-22662	2.06230345	Katie & Company on 100.3 the Bull
2024-04-06	BROADCAST	301-23530	2.060452453	94WIP Morning Show: Live at Chickie's!
2024-04-06	BROADCAST	301-21732	2.057891666	Florida Panthers Hockey
2024-04-06	BROADCAST	301-17007	2.056903634	Gospel Flight ‘97
2024-04-06	BROADCAST	301-20392	2.049503258	Leading Off with Jack Fritz
2024-04-06	BROADCAST	301-23894	2.044348985	Tom Kelly and Kyle Quinn
2024-04-06	BROADCAST	301-21868	2.043419341	DePaul Basketball
2024-04-06	BROADCAST	301-12448	2.039246961	Sunny 98.1 Weekends
2024-04-06	BROADCAST	301-12431	2.034124589	Greg
2024-04-06	BROADCAST	301-20506	2.033799897	Hollywood 360
2024-04-06	BROADCAST	301-16890	2.032583808	Ryan and Erin In The Morning
2024-04-06	BROADCAST	301-22501	2.029506231	The Best of the Guy Benson Show!
2024-04-06	BROADCAST	301-21281	2.023379117	Jeff Hathhorn
2024-04-06	BROADCAST	301-22379	2.022356561	Maryland Basketball
2024-04-06	BROADCAST	301-16723	2.01488987	Brady
2024-04-06	BROADCAST	301-22288	1.999098017	Cipha Sounds: More Fire Mix!
2024-04-06	BROADCAST	301-13239	1.99243301	This Morning, America's First News
2024-04-06	BROADCAST	301-13944	1.986711832	Freska
2024-04-06	BROADCAST	301-14753	1.980889554	Antoine Davis
2024-04-06	BROADCAST	301-18023	1.980096689	KJ & Dondero
2024-04-06	BROADCAST	301-21483	1.975638005	Dj PNUT
2024-04-06	BROADCAST	301-17673	1.97346712	Abe Gordon
2024-04-06	BROADCAST	301-22506	1.96310453	Life, Liberty & Levin
2024-04-06	BROADCAST	301-17851	1.957539577	Inside the Clubhouse
2024-04-06	BROADCAST	301-14820	1.955126281	Fishboy
2024-04-06	BROADCAST	301-23688	1.953423229	Al Morganti and Hunter Brody
2024-04-06	BROADCAST	301-22130	1.933778159	Secure Money Advisors
2024-04-06	BROADCAST	301-18417	1.93009706	HomeShow Garden Pros
2024-04-06	BROADCAST	301-21434	1.925188781	98.1 The Lake Commercial-Free Hour
2024-04-06	BROADCAST	301-18505	1.924708439	The Sounds of Sinatra
2024-04-06	BROADCAST	301-477	1.924419829	Late Night Love with Linda Reynolds
2024-04-06	BROADCAST	301-17354	1.916516138	Mix 96.5 Music
2024-04-06	BROADCAST	301-12742	1.911787038	Sheldon
2024-04-06	BROADCAST	301-14750	1.909891721	PT
2024-04-06	BROADCAST	301-19609	1.897643215	AM 560 Sports WQAM Nights and Weekends
2024-04-06	BROADCAST	301-21436	1.893947063	98.1 The Lake More Music Evenings
2024-04-06	BROADCAST	301-17833	1.893626093	Health Radio
2024-04-06	BROADCAST	301-19325	1.885591512	Chris McMonigle & Keith McPherson
2024-04-06	BROADCAST	301-21362	1.877441406	Texas Rangers baseball on KRLD
2024-04-06	BROADCAST	301-19690	1.869773385	KCBS Radio In Depth
2024-04-06	BROADCAST	301-19909	1.866450046	REALationship Talk with Dr. Adrienne
2024-04-06	BROADCAST	301-23831	1.864844882	JoAnne and Jason
2024-04-06	BROADCAST	301-21632	1.860578491	Best of Mercedes in the Morning
2024-04-06	BROADCAST	301-20759	1.8500624	The Bill O'Reilly Update
2024-04-06	BROADCAST	301-21645	1.84832176	NFL Wild Card Weekend Football on Westwood One - Packers vs. Cowboys
2024-04-06	BROADCAST	301-17641	1.847578649	Saturday Night Football on Westwood One - Texans vs. Colts
2024-04-06	BROADCAST	301-1257	1.847540282	Jim Johnson
2024-04-06	BROADCAST	301-21284	1.841764889	Cleveland Browns Preview Show
2024-04-06	BROADCAST	301-20615	1.841296386	Doug Williams
2024-04-06	BROADCAST	301-17641	1.840040304	Saturday Night Football on Westwood One - Lions vs. Cowboys
2024-04-06	BROADCAST	301-20011	1.835197623	Feelin' Frzy
2024-04-06	BROADCAST	301-17800	1.826644786	Sunday Take with Blois Olson
2024-04-06	BROADCAST	301-21317	1.81980619	Financial Guys with Glenn Wiggle and Mike Lomas
2024-04-06	BROADCAST	301-17120	1.81655845	You Better You Bet Countdown to Kickoff
2024-04-06	BROADCAST	301-21569	1.813314677	KROQ Flashback Sunday
2024-04-06	BROADCAST	301-22413	1.809483053	The Bret Baier Show
2024-04-06	BROADCAST	301-20238	1.807853016	Robert Mangino
2024-04-06	BROADCAST	301-23675	1.800047976	Justin Case
2024-04-06	BROADCAST	301-12971	1.799371277	Paid Programming
2024-04-06	BROADCAST	301-20511	1.79448481	The Organic Gardener
2024-04-06	BROADCAST	301-21375	1.789093141	Ditti
2024-04-06	BROADCAST	301-22577	1.78660632	Early Start with Christine Romans
2024-04-06	BROADCAST	301-12132	1.785864912	Kelly Mac
2024-04-06	BROADCAST	301-18099	1.785351782	Offsides With Marc Ryan
2024-04-06	BROADCAST	301-17000	1.775979778	Today’s Praise
2024-04-06	BROADCAST	301-21822	1.773719012	Lovely Big O
2024-04-06	BROADCAST	301-17899	1.768653877	Voices In The Streets, Unfiltered
2024-04-06	BROADCAST	301-2509	1.761410446	Real Estate 101 with Mary Gill
2024-04-06	BROADCAST	301-22110	1.761133633	Shoboy Show
2024-04-06	BROADCAST	301-22469	1.758700886	Nightside with Levon Putney
2024-04-06	BROADCAST	301-13000	1.756510569	Common Sense Retirement Planning
2024-04-06	BROADCAST	301-12104	1.749478702	Suga Rae
2024-04-06	BROADCAST	301-18799	1.748803787	Capital Mortgage Funding
2024-04-06	BROADCAST	301-21285	1.74351145	The Kevin Stefanski Show
2024-04-06	BROADCAST	301-22161	1.74271728	John Clark
2024-04-06	BROADCAST	301-17645	1.737616702	NFL Playoffs
2024-04-06	BROADCAST	301-18545	1.734122581	Res-Q Healthline
2024-04-06	BROADCAST	301-485	1.73326571	Computer Talk With TAB
2024-04-06	BROADCAST	301-23210	1.732093567	University of Michigan Football On WWJ
2024-04-06	BROADCAST	301-23531	1.730591998	94WIP Middays: Live at Chickie's
2024-04-06	BROADCAST	301-17744	1.706916469	Sports Weekend with Steve Thomson
2024-04-06	BROADCAST	301-14376	1.706403058	Fernando
2024-04-06	BROADCAST	301-22821	1.704921435	Shaun Morash & Tommy Lugauer live from Redd's
2024-04-06	BROADCAST	301-21501	1.692833406	KLUV Music Saturday
2024-04-06	BROADCAST	301-21478	1.692372505	DJ Sturgess
2024-04-06	BROADCAST	301-21421	1.691295041	Tommy Lugauer & Trysta Krick
2024-04-06	BROADCAST	301-21338	1.686534292	The Toyota Locker Room Show with Deuce McAllister
2024-04-06	BROADCAST	301-18125	1.685861104	2 Lights Media
2024-04-06	BROADCAST	301-14042	1.683748525	Jennifer Tyler
2024-04-06	BROADCAST	301-21188	1.676242049	Sarah Thomas
2024-04-06	BROADCAST	301-1151	1.672964793	Neci
2024-04-06	BROADCAST	301-18510	1.661628268	Temple Basketball
2024-04-06	BROADCAST	301-17005	1.659274721	Saturday Night Soul with Sheldon
2024-04-06	BROADCAST	301-23945	1.655883846	The Abe Kanan Show
2024-04-06	BROADCAST	301-18779	1.655752416	Michael Berry
2024-04-06	BROADCAST	301-22591	1.655663447	The Sklar Brothers
2024-04-06	BROADCAST	301-1662	1.646535782	Ramona DeBreaux
2024-04-06	BROADCAST	301-24067	1.640378225	Rami Lavi
2024-04-06	BROADCAST	301-21552	1.639925245	Arrowhead Pride Postgame Show
2024-04-06	BROADCAST	301-21842	1.639563264	Rutgers Basketball
2024-04-06	BROADCAST	301-21280	1.629267669	Ramirez & Arkush
2024-04-06	BROADCAST	301-22977	1.623714093	Al Cintron
2024-04-06	BROADCAST	301-22992	1.621899932	Erick Erickson Show
2024-04-06	BROADCAST	301-21645	1.615181069	NFL Sunday Morning Football
2024-04-06	BROADCAST	301-19615	1.613577152	WGR 550 SportsRadio Nights and Weekends
2024-04-06	BROADCAST	301-22146	1.602875152	NFL Wild Card: Dallas Cowboys vs. Tampa Bay Buccaneers
2024-04-06	BROADCAST	301-20392	1.60079979	Jack Fritz
2024-04-06	BROADCAST	301-12798	1.59801439	Wolf Country
2024-04-06	BROADCAST	301-19760	1.596114946	KDKA-TV Nightly Sports Call
2024-04-06	BROADCAST	301-18245	1.594868865	Bet QL
2024-04-06	BROADCAST	301-23578	1.590800822	Alec and Blake
2024-04-06	BROADCAST	301-22247	1.586736709	DJ Gee-A
2024-04-06	BROADCAST	301-21312	1.585460202	R House with Peter Hunt
2024-04-06	BROADCAST	301-21184	1.584044096	Zakk United
2024-04-06	BROADCAST	301-22436	1.583214656	Tobi Altizer
2024-04-06	BROADCAST	301-22148	1.577256707	NFL Wild Card: Miami Dolphins vs. Buffalo Bills
2024-04-06	BROADCAST	301-12545	1.568945514	Natalia
2024-04-06	BROADCAST	301-22049	1.567460455	KJ Carson
2024-04-06	BROADCAST	301-21645	1.567276339	Christmas Day Football on Westwood One - Giants vs. Eagles
2024-04-06	BROADCAST	301-22570	1.564617758	CNN Newsroom with Jim Acosta
2024-04-06	BROADCAST	301-21154	1.563205494	Smooth Jazz Brunch
2024-04-06	BROADCAST	301-12571	1.557815292	94.9 WOLX
2024-04-06	BROADCAST	301-20504	1.554709359	1210WPHT Nights and Weekends
2024-04-06	BROADCAST	301-18811	1.551289721	Public Service Show
2024-04-06	BROADCAST	301-22646	1.543219863	CNN Primetime
2024-04-06	BROADCAST	301-21752	1.541681925	Carlos Dueno
2024-04-06	BROADCAST	301-12138	1.539797929	KISS Overnights
2024-04-06	BROADCAST	301-17911	1.532751444	CBS Sports/Paid Programming
2024-04-06	BROADCAST	301-20516	1.529914134	Black and Gold Sunday Show with Rob Pratte
2024-04-06	BROADCAST	301-20931	1.523441946	Relax & Unwind with the Magic playlist
2024-04-06	BROADCAST	301-22142	1.522909668	CBS News Primetime with John Dickerson
2024-04-06	BROADCAST	301-20213	1.519766553	Countdown to...
2024-04-06	BROADCAST	301-20227	1.516969467	BAIRD's Your Money and You
2024-04-06	BROADCAST	301-20647	1.512555143	The Garden Show with Dan Gill
2024-04-06	BROADCAST	301-12053	1.508432152	Michael Wallace
2024-04-06	BROADCAST	301-21109	1.50710435	Liz & Mike in the Morning
2024-04-06	BROADCAST	301-21779	1.502039967	Take Command
2024-04-06	BROADCAST	301-21905	1.498813405	NFL Wild Card Weekend Football on Westwood One - Browns @ Texans
2024-04-06	BROADCAST	301-13204	1.497809391	Lars Larson
2024-04-06	BROADCAST	301-18800	1.492102977	Safe Money & Income Show
2024-04-06	BROADCAST	301-21388	1.490238577	Seattle Seahawks Football
2024-04-06	BROADCAST	301-14483	1.486208069	The Drive Overnight
2024-04-06	BROADCAST	301-21918	1.476134346	Rosenbloom & Esposito
2024-04-06	BROADCAST	301-12740	1.475439929	Renee Vaughn
2024-04-06	BROADCAST	301-23032	1.472668304	The Takeout w/Major Garrett
2024-04-06	BROADCAST	301-24012	1.47251646	Ali Tuggle
2024-04-06	BROADCAST	301-23986	1.470254982	Ashley V
2024-04-06	BROADCAST	301-21325	1.454439845	Hardline with Joe Beamer
2024-04-06	BROADCAST	301-16745	1.436441968	JD The Midday Diva
2024-04-06	BROADCAST	301-21657	1.434935293	Burgundy & Gold Gameday Live
2024-04-06	BROADCAST	301-13523	1.431383205	Freddie and Fitzsimmons
2024-04-06	BROADCAST	301-23116	1.431107782	The Other Side of Midnight with Frank Morano
2024-04-06	BROADCAST	301-14447	1.43054276	Elyse Riley
2024-04-06	BROADCAST	301-22278	1.423166893	Sports DAY
2024-04-06	BROADCAST	301-21955	1.420110718	America's First News w/Matt Ray
2024-04-06	BROADCAST	301-14526	1.416013439	The Coolout
2024-04-06	BROADCAST	301-17668	1.415138474	Atlanta Falcons Pregame Show
2024-04-06	BROADCAST	301-22446	1.415124296	The Travis Thomas Show
2024-04-06	BROADCAST	301-20979	1.411672992	National Report
2024-04-06	BROADCAST	301-14029	1.404899769	Gary Michaels
2024-04-06	BROADCAST	301-21662	1.398974964	Ms. Perry
2024-04-06	BROADCAST	301-22006	1.390226064	Rochester Americans Hockey
2024-04-06	BROADCAST	301-21229	1.389186856	Da Bomb Don Radio with DJ Raymond
2024-04-06	BROADCAST	301-17552	1.389174701	Erin Vee
2024-04-06	BROADCAST	301-14359	1.387862007	Craig Chambers
2024-04-06	BROADCAST	301-12224	1.376345034	BJ & Jamie Saturdays
2024-04-06	BROADCAST	301-16744	1.376110025	Steve Harvey Morning Show w Fly Ty
2024-04-06	BROADCAST	301-18575	1.372266772	Virginia Tech Hokies Football
2024-04-06	BROADCAST	301-21855	1.370504149	SLU Billikens Basketball
2024-04-06	BROADCAST	301-19544	1.365882733	Philadelphia's Afternoon News
2024-04-06	BROADCAST	301-976	1.356169375	At Issue
2024-04-06	BROADCAST	301-14147	1.353239436	The Chad Benson Show
2024-04-06	BROADCAST	301-20999	1.350102754	Chris Mueller
2024-04-06	BROADCAST	301-14816	1.349338836	Dr. Martin Luther King Commemorative Service
2024-04-06	BROADCAST	301-21186	1.348376334	KIKK-FM Sounds Like Texas
2024-04-06	BROADCAST	301-24003	1.346566813	Hunter Brody and Marcus Hayes
2024-04-06	BROADCAST	301-12794	1.3433773	104.5 The River
2024-04-06	BROADCAST	301-23939	1.340280933	CA, Alec and Blake
2024-04-06	BROADCAST	301-21612	1.336910923	Terry Clifford
2024-04-06	BROADCAST	301-13028	1.336515758	Hot Corner
2024-04-06	BROADCAST	301-21642	1.329882893	DA DA Lewis
2024-04-06	BROADCAST	301-12416	1.3285575	Brad Carson
2024-04-06	BROADCAST	301-19588	1.325525667	KMOX At Your Service
2024-04-06	BROADCAST	301-18620	1.322992336	Georgetown Hoyas Basketball
2024-04-06	BROADCAST	301-22489	1.320179272	Parkins & Spiegel NFL Draft Special
2024-04-06	BROADCAST	301-14762	1.318393718	The Rob Brown Show
2024-04-06	BROADCAST	301-23080	1.31708038	Luke Sloan
2024-04-06	BROADCAST	301-16760	1.316593955	KEYN Music
2024-04-06	BROADCAST	301-21407	1.313987502	The Keeper Up All Night
2024-04-06	BROADCAST	301-20900	1.31396318	Carlota
2024-04-06	BROADCAST	301-22707	1.312639667	93.1 Wolf Country
2024-04-06	BROADCAST	301-20415	1.310525669	Sterling On Sunday
2024-04-06	BROADCAST	301-21315	1.306230693	KRLD News, Weather & Traffic
2024-04-06	BROADCAST	301-13941	1.305638832	St. John
2024-04-06	BROADCAST	301-15900	1.302596382	Countdown to Kickoff with Earl Forcey
2024-04-06	BROADCAST	301-22583	1.30202883	La Leyenda
2024-04-06	BROADCAST	301-16696	1.29657413	Bob Salter
2024-04-06	BROADCAST	301-18970	1.296138313	Tiger Talk
2024-04-06	BROADCAST	301-17869	1.295520058	Chuck Swirsky
2024-04-06	BROADCAST	301-14396	1.295518031	Star 94 Office Party…Two hours commercial free
2024-04-06	BROADCAST	301-14530	1.293884204	Continuous Soft Rock
2024-04-06	BROADCAST	301-21813	1.292219952	B93.7
2024-04-06	BROADCAST	301-12745	1.292116569	Sheryl Stewart
2024-04-06	BROADCAST	301-23203	1.289647519	The Rachel Zimmerman Show
2024-04-06	BROADCAST	301-12050	1.287452098	Steve Scott
2024-04-06	BROADCAST	301-12454	1.285122846	Kelly Danek
2024-04-06	BROADCAST	301-18906	1.280914286	Inside Hockeytown
2024-04-06	BROADCAST	301-12525	1.27828286	Most Requested LIVE with Romeo
2024-04-06	BROADCAST	301-23848	1.276340683	Michael Bartley
2024-04-06	BROADCAST	301-13675	1.273930158	Chico After Dark
2024-04-06	BROADCAST	301-12386	1.272683318	Legends of Alternative w/Steve West
2024-04-06	BROADCAST	301-18535	1.270960026	Matt Rooney Show
2024-04-06	BROADCAST	301-23041	1.267280223	Unsportsmanlike with Evan, Canty and Michelle
2024-04-06	BROADCAST	301-23003	1.265917759	Dave Styles
2024-04-06	BROADCAST	301-21871	1.262517627	Oregon Ducks Basketball
2024-04-06	BROADCAST	301-22509	1.2598737	Special Report w/Bret Baier
2024-04-06	BROADCAST	301-20491	1.258340849	True Value Home Improvement Hour
2024-04-06	BROADCAST	301-18670	1.256003017	Maryland Terrapins Basketball
2024-04-06	BROADCAST	301-21336	1.254386991	Fans First Take with Steve Geller and Jeff Nowak
2024-04-06	BROADCAST	301-17903	1.253306251	Texas Lending Mortgage Show
2024-04-06	BROADCAST	301-21323	1.251114332	Perspectives
2024-04-06	BROADCAST	301-22073	1.250495884	WBEN Live Storm Coverage
2024-04-06	BROADCAST	301-23965	1.249167734	Hunter Brody and Ashlyn Sullivan
2024-04-06	BROADCAST	301-21661	1.242877608	CDK
2024-04-06	BROADCAST	301-21351	1.242638326	JD Weekend
2024-04-06	BROADCAST	301-23081	1.239985923	Sunday Night Football on Westwood One - Packers vs. Vikings
2024-04-06	BROADCAST	301-21537	1.239746637	98.5 KTK weekends
2024-04-06	BROADCAST	301-24001	1.238252102	Area 45 with Bijani and Creighton
2024-04-06	BROADCAST	301-21590	1.23785261	Senior Radio Buffalo with Linda Pellegrino
2024-04-06	BROADCAST	301-24011	1.236278967	DJ Xplosive
2024-04-06	BROADCAST	301-22502	1.236102539	#MediaBuzz
2024-04-06	BROADCAST	301-22202	1.235435357	Extended Philadelphia Eagles Pregame Show
2024-04-06	BROADCAST	301-14406	1.234147627	Daly Download with Carson Daly
2024-04-06	BROADCAST	301-13402	1.233940777	Purity Products
2024-04-06	BROADCAST	301-21894	1.232861912	Sports X Radio
2024-04-06	BROADCAST	301-22421	1.230537863	Tim Donnelly
2024-04-06	BROADCAST	301-18532	1.229085821	Walter M. Sterling
2024-04-06	BROADCAST	301-20403	1.221768602	Your Money Matters
2024-04-06	BROADCAST	301-22383	1.219699919	St. Louis Soccer Report
2024-04-06	BROADCAST	301-21814	1.218359316	Shorty
2024-04-06	BROADCAST	301-20566	1.216363599	Sunday Magazine
2024-04-06	BROADCAST	301-21907	1.21262764	Christmas Day Football on Westwood One - Raiders vs. Chiefs
2024-04-06	BROADCAST	301-12509	1.21253637	Gospel Traxx
2024-04-06	BROADCAST	301-19616	1.206451536	Medical Frontiers
2024-04-06	BROADCAST	301-20677	1.206195967	The Mental Space with Sean Garvey
2024-04-06	BROADCAST	301-14975	1.200873545	Q104
2024-04-06	BROADCAST	301-23102	1.200607825	Ducks Insider Show
2024-04-06	BROADCAST	301-16898	1.198289341	Sherry Farmer
2024-04-06	BROADCAST	301-22144	1.193311475	Love of the Star Special
2024-04-06	BROADCAST	301-21411	1.192729292	B101 Philly
2024-04-06	BROADCAST	301-20712	1.192191735	Primetime
2024-04-06	BROADCAST	301-20411	1.192039596	Mormon Tabernacle Choir
2024-04-06	BROADCAST	301-21641	1.185604976	Osei The Dark Secret
2024-04-06	BROADCAST	301-21905	1.183653436	Saturday Night Football on Westwood One - Steelers @ Ravens
2024-04-06	BROADCAST	301-14233	1.180143844	Fox News Sunday
2024-04-06	BROADCAST	301-14828	1.174234146	But Wait, There's More!
2024-04-06	BROADCAST	301-17100	1.171229501	Tony Scott “Time Tunnel”
2024-04-06	BROADCAST	301-17353	1.168492602	Jessie Watt's Saturday Night Party
2024-04-06	BROADCAST	301-23095	1.166027523	Jody Mac & Al Morganti
2024-04-06	BROADCAST	301-24016	1.162791408	Jeana
2024-04-06	BROADCAST	301-22195	1.160271449	RUN IT BACK with D-Lo & KC
2024-04-06	BROADCAST	301-23967	1.158830873	Baseball Isn't Boring with Rob Bradford
2024-04-06	BROADCAST	301-18663	1.158439277	NFL Insider
2024-04-06	BROADCAST	301-17902	1.158429132	SpeedFreaks/CBS Sports
2024-04-06	BROADCAST	301-17423	1.156450848	Tamara G
2024-04-06	BROADCAST	301-23010	1.155509377	Denver's #1 Station For Today's Hottest Music
2024-04-06	BROADCAST	301-17650	1.154222962	2023 NCAA Tournament
2024-04-06	BROADCAST	301-20623	1.153725843	GameNight
2024-04-06	BROADCAST	301-19573	1.150848604	Living Large Radio
2024-04-06	BROADCAST	301-22163	1.144217343	Rock Hits of the 80's and More!
2024-04-06	BROADCAST	301-20674	1.140974652	CBS Weekend Roundup
2024-04-06	BROADCAST	301-23022	1.13965158	Labor Day to Z
2024-04-06	BROADCAST	301-18427	1.137825234	Texans Training Camp Live
2024-04-06	BROADCAST	301-21658	1.129198482	DJ Deron Juan
2024-04-06	BROADCAST	301-22705	1.121983759	Fitzy & Kadlick
2024-04-06	BROADCAST	301-22795	1.121780808	Pat's Call to the Hall
2024-04-06	BROADCAST	301-20642	1.11975737	Rethinking Retirement
2024-04-06	BROADCAST	301-12187	1.118525434	Toshamakia
2024-04-06	BROADCAST	301-24042	1.118294065	KDKA's Next Take
2024-04-06	BROADCAST	301-21817	1.116796241	Chris  Goode
2024-04-06	BROADCAST	301-14053	1.115217218	The Q Morning Zoo
2024-04-06	BROADCAST	301-21755	1.113885791	The Hitman & Alex
2024-04-06	BROADCAST	301-22319	1.112262084	Steph
2024-04-06	BROADCAST	301-13930	1.112152483	Sheena Sandoval
2024-04-06	BROADCAST	301-23103	1.109353573	98.1 The Lake More Music Middays
2024-04-06	BROADCAST	301-18215	1.108917189	Home Show with Richard McKann
2024-04-06	BROADCAST	301-20433	1.108821794	The Retirement Income Hour with Mark Falter
2024-04-06	BROADCAST	301-22136	1.108371201	Today's Best Music for NEPA
2024-04-06	BROADCAST	301-12500	1.100812399	Tom Nakashima
2024-04-06	BROADCAST	301-21619	1.095896124	The Chiefs Kingdom Show
2024-04-06	BROADCAST	301-20877	1.09061226	MediConnect
2024-04-06	BROADCAST	301-21526	1.090494523	The After Party with Skye
2024-04-06	BROADCAST	301-17914	1.088667555	Fan Roundtable Live From Fan Bowl
2024-04-06	BROADCAST	301-21616	1.082025316	TJ Sharp
2024-04-06	BROADCAST	301-23053	1.080480424	Middays with Jarard J
2024-04-06	BROADCAST	301-19901	1.076129869	Bet for the Cycle
2024-04-06	BROADCAST	301-22295	1.073789083	Commercial Free Mix
2024-04-06	BROADCAST	301-23031	1.073571853	Face the Nation on KNX News
2024-04-06	BROADCAST	301-22172	1.072977006	Brian Kilmeade
2024-04-06	BROADCAST	301-21318	1.07118839	Ask the Tax Lady with Esther Gulyas
